EUR Cump MED,EUR Cump Max,EUR Cump Min,EUR Vanz MED,EUR Vanz Max,EUR Vanz Min,RON Cump MED,RON Cump Max,RON Cump Min,RON Vanz MED,RON Vanz Max,RON Vanz Min,USD Cump MED,USD Cump Max,USD Cump Min,USD Vanz MED,USD Vanz Max,USD Vanz Min
18.653333333333332,19.55,16.86,18.983333333333334,19.88,17.19,3.796666666666667,3.81,3.78,3.91,3.92,3.9,17.749999999999996,19.56,16.83,18.099999999999998,19.89,17.18
